Country,OBJECTID *,GHI,WindCF,VariableCostWind,FixedCostWind,VariableCostPV,FixedCostPV,VariableCostSOMG,FixedCostSOMG,VariableCostPV4h,FixedCostPV4h,VariableCostPV8h,FixedCostPV8h,OperationalLifeWind,OperationalLifePV,OperationalLifeSOMG,OperationalLifePV4h,OperationalLifePV8h,Diesel_transport
Kenya,198,0.177453747,0.054364159,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.167962486
Kenya,199,0.181908509,0.066999052,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168445132
Kenya,200,0.184313494,0.067873351,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168914498
Kenya,201,0.183663931,0.038180664,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169420426
Kenya,202,0.184104306,0.040549859,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169901852
Kenya,203,0.185061077,0.06813682,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169859042
Kenya,204,0.186967321,0.076645799,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.1694335
Kenya,205,0.181908509,0.066999052,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169305989
Kenya,206,0.184313494,0.067873351,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169591302
Kenya,207,0.183663931,0.038180664,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.16820821
Kenya,208,0.184104306,0.040549859,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169253722
Kenya,209,0.185061077,0.06813682,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169810639
Kenya,210,0.186967321,0.076645799,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171315734
Kenya,211,0.187225172,0.297262672,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17118467
Kenya,212,0.187048241,0.337089972,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172823847
Kenya,213,0.18642282,0.331926948,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.182114546
Kenya,214,0.18562883,0.324659592,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17142772
Kenya,215,0.184499054,0.313160827,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172500868
Kenya,216,0.183446873,0.303326501,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171795721
Kenya,217,0.172653534,0.03537251,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168761197
Kenya,218,0.173764488,0.045547629,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.16840477
Kenya,219,0.174056052,0.050551657,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.167781064
Kenya,220,0.174153697,0.055778106,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169180838
Kenya,221,0.174197842,0.050079408,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170567102
Kenya,222,0.175340064,0.051411251,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168135877
Kenya,223,0.177208111,0.057664453,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.167703985
Kenya,224,0.17895903,0.064217855,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171549466
Kenya,225,0.18058495,0.075556523,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168520705
Kenya,226,0.18259758,0.081070421,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178534324
Kenya,227,0.184242355,0.090280432,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171376158
Kenya,228,0.185283186,0.101123597,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169408944
Kenya,229,0.186673309,0.144647286,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172143227
Kenya,230,0.188676078,0.219210215,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171913404
Kenya,231,0.18885165,0.277557885,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170597748
Kenya,232,0.188260212,0.328209564,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168203974
Kenya,233,0.18674671,0.325006743,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169205677
Kenya,234,0.185200162,0.319270903,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170871201
Kenya,235,0.184003935,0.30995968,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169939995
Kenya,236,0.18302358,0.30079465,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174477557
Kenya,237,0.172674961,0.034175242,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17069588
Kenya,238,0.17255662,0.043769968,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169654622
Kenya,239,0.172255806,0.045399137,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169650724
Kenya,240,0.17207173,0.054378878,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170688952
Kenya,241,0.172647082,0.0690869,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174536376
Kenya,242,0.17431232,0.070183283,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172536389
Kenya,243,0.17669366,0.057811838,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.16857544
Kenya,244,0.178407724,0.061690225,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170539374
Kenya,245,0.17983996,0.076228373,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17209221
Kenya,246,0.182447731,0.068470061,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170210507
Kenya,247,0.18453349,0.068318584,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170957749
Kenya,248,0.186250689,0.084527482,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171040407
Kenya,249,0.187525416,0.132283608,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171398092
Kenya,250,0.188498621,0.211074135,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171832736
Kenya,252,0.18788945,0.319983804,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17072513
Kenya,253,0.186503935,0.3151757,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.167496872
Kenya,254,0.185110095,0.308533724,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174105037
Kenya,255,0.184225245,0.302335979,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168749815
Kenya,256,0.183582698,0.295388254,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170138359
Kenya,257,0.172805538,0.043607857,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170945554
Kenya,258,0.170470464,0.047847062,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171033072
Kenya,259,0.172794477,0.043212405,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171928705
Kenya,260,0.174569859,0.051530544,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173138372
Kenya,261,0.175794945,0.081523318,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172665696
Kenya,262,0.176385234,0.090717198,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.177620021
Kenya,263,0.17648119,0.081942301,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171335683
Kenya,264,0.178329565,0.090953219,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170229059
Kenya,265,0.180415911,0.110655091,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171628503
Kenya,266,0.183724146,0.083555381,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.16869096
Kenya,267,0.186212851,0.07048392,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171655342
Kenya,268,0.187224973,0.076891391,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172358336
Kenya,269,0.187766074,0.111198415,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172551125
Kenya,270,0.187856465,0.182109811,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171455263
Kenya,271,0.187689543,0.242614955,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17385806
Kenya,272,0.187364256,0.296989081,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.184855924
Kenya,273,0.186016334,0.293153026,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173006797
Kenya,274,0.184701739,0.287594045,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170207786
Kenya,275,0.184313563,0.286080063,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169791223
Kenya,276,0.184119602,0.284325941,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176769145
Kenya,277,0.174253956,0.05991102,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175102952
Kenya,278,0.177036978,0.074560023,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175011512
Kenya,279,0.178667731,0.106885811,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175473079
Kenya,280,0.17887114,0.107854932,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17213271
Kenya,281,0.177975135,0.088811161,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175782028
Kenya,282,0.179495241,0.1072711,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170290694
Kenya,283,0.181436256,0.140607533,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.166988992
Kenya,284,0.184717725,0.097142616,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168728087
Kenya,285,0.187057935,0.073506465,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169077542
Kenya,286,0.187447421,0.071412651,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170394024
Kenya,287,0.187585438,0.096367085,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171837734
Kenya,288,0.18746134,0.157855782,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173217723
Kenya,289,0.187244753,0.220159594,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176852474
Kenya,290,0.186949018,0.28162285,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.18528216
Kenya,291,0.185572807,0.278859251,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174271102
Kenya,292,0.184276134,0.274152258,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171104027
Kenya,293,0.184168999,0.275847244,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173762254
Kenya,294,0.184271713,0.278982627,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17539556
Kenya,295,0.184732741,0.28298426,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.183073437
Kenya,296,0.179335696,0.112008431,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17426855
Kenya,297,0.180887688,0.128238002,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173980343
Kenya,298,0.181163084,0.113823294,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175334045
Kenya,299,0.180319964,0.084349436,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174887375
Kenya,300,0.181561567,0.11094998,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172070568
Kenya,301,0.183150513,0.159246533,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168570004
Kenya,302,0.185831078,0.107160491,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168129704
Kenya,303,0.187624276,0.077159721,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170219494
Kenya,304,0.187511425,0.06889228,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17033879
Kenya,305,0.187427464,0.087778301,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17163269
Kenya,306,0.187373209,0.141011383,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176024861
Kenya,307,0.187129335,0.202973335,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17831709
Kenya,308,0.186763051,0.268647042,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172394742
Kenya,309,0.185305138,0.268091995,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173274399
Kenya,310,0.18397659,0.265732838,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171924753
Kenya,311,0.184074555,0.271541805,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171958975
Kenya,312,0.18442391,0.280711593,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.181220046
Kenya,313,0.185178556,0.294090383,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.191375765
Kenya,314,0.186342127,0.317464523,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174399451
Kenya,315,0.182364876,0.094514395,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178860448
Kenya,316,0.18289781,0.07725087,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172404007
Kenya,317,0.184486763,0.105216659,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171568979
Kenya,318,0.186120498,0.154602044,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171471538
Kenya,319,0.187702683,0.10800753,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169537633
Kenya,320,0.188678347,0.080492746,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170966144
Kenya,321,0.188389802,0.071141897,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172461713
Kenya,322,0.188115927,0.088125946,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172316172
Kenya,323,0.187881735,0.137487306,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17546958
Kenya,324,0.187554125,0.192842236,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174747255
Kenya,325,0.187133506,0.251208563,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173609717
Kenya,326,0.185535217,0.256117882,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173938256
Kenya,327,0.184166347,0.260557866,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173332698
Kenya,328,0.184636952,0.275343856,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176991971
Kenya,329,0.185345196,0.294548034,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173540907
Kenya,330,0.186494519,0.318608526,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176266318
Kenya,331,0.186514176,0.085740874,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176038565
Kenya,332,0.186353759,0.107579071,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172013169
Kenya,333,0.188649531,0.096280823,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171180672
Kenya,334,0.190202502,0.092796454,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169651593
Kenya,335,0.190037264,0.079088861,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171350069
Kenya,336,0.189516965,0.093150769,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172638188
Kenya,339,0.187547649,0.242715071,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.177341428
Kenya,340,0.186305148,0.254660588,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176820724
Kenya,341,0.185303682,0.267345462,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174299595
Kenya,342,0.186032574,0.291286616,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176553429
Kenya,343,0.186385644,0.314757841,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175204498
Kenya,344,0.189911364,0.081759927,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174327929
Kenya,345,0.189986248,0.097395978,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17171352
Kenya,346,0.190821551,0.085686867,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171949902
Kenya,347,0.190715034,0.099833126,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174379242
Kenya,351,0.187198628,0.253126149,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176920859
Kenya,352,0.186482676,0.273552803,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174154589
Kenya,353,0.190262284,0.088886131,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173492747
Kenya,354,0.191471149,0.108103422,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171874038
Kenya,355,0.191029784,0.149508525,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171629001
Kenya,356,0.19004511,0.188250933,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171725265
Kenya,357,0.188777399,0.226594952,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172490082
Kenya,358,0.188113884,0.248373846,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171432481
Kenya,359,0.187487327,0.274694685,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171370556
Kenya,360,0.191431135,0.116738839,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170659062
Kenya,361,0.191801994,0.135851507,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172008413
Kenya,362,0.191754009,0.154507268,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171191736
Kenya,363,0.190651126,0.186008849,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.177939968
Kenya,364,0.189052398,0.22373704,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171377367
Kenya,365,0.188633664,0.237368302,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170093485
Kenya,366,0.192160946,0.127550917,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169791223
Kenya,367,0.191919464,0.141703316,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172986856
Kenya,368,0.191270919,0.158571511,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172264191
Kenya,369,0.190185427,0.187327809,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172340435
Kenya,370,0.188845803,0.221919677,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170114418
Kenya,371,0.188788322,0.241045791,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168674351
Kenya,372,0.190455299,0.158280995,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.18448055
Kenya,373,0.189441701,0.141703316,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175176788
Kenya,374,0.18857154,0.158571511,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169852326
Kenya,375,0.190307554,0.187327809,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17170047
Kenya,376,0.189226697,0.221919677,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170001801

