Country,OBJECTID *,GHI,WindCF,VariableCostWind,FixedCostWind,VariableCostPV,FixedCostPV,VariableCostSOMG,FixedCostSOMG,VariableCostPV4h,FixedCostPV4h,VariableCostPV8h,FixedCostPV8h,OperationalLifeWind,OperationalLifePV,OperationalLifeSOMG,OperationalLifePV4h,OperationalLifePV8h,Diesel_transport
Kenya,104,0.189394205,0.313600693,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.179050694
Kenya,105,0.189387012,0.304963055,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178477382
Kenya,106,0.189274601,0.297255832,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178421248
Kenya,107,0.188859349,0.288469654,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.179308978
Kenya,108,0.188461871,0.283781451,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176723469
Kenya,109,0.186872804,0.103795337,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178460237
Kenya,110,0.186609691,0.094456624,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.1717143
Kenya,111,0.185679629,0.095309853,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174500767
Kenya,112,0.184195081,0.105619925,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178348042
Kenya,113,0.188250581,0.161983617,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.180974567
Kenya,114,0.193388496,0.254693959,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178098283
Kenya,115,0.193740734,0.277309061,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176406508
Kenya,116,0.193543403,0.307098722,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176661607
Kenya,117,0.192591564,0.326572323,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174675463
Kenya,118,0.191456119,0.337889693,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176112401
Kenya,120,0.18960406,0.33499417,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17599942
Kenya,121,0.189257922,0.328991921,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.180067671
Kenya,122,0.18883008,0.31754141,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.179160287
Kenya,123,0.188311917,0.306665499,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17734584
Kenya,124,0.187591891,0.295187769,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178431671
Kenya,125,0.186925094,0.287471248,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.177148149
Kenya,126,0.18595849,0.073428399,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169685128
Kenya,127,0.1850545,0.055654181,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172028561
Kenya,128,0.184206677,0.055787371,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175571667
Kenya,129,0.183270443,0.06906796,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174788927
Kenya,130,0.18764725,0.126564479,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.179881305
Kenya,131,0.193024952,0.224571158,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176798
Kenya,132,0.193562283,0.221423636,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.18073608
Kenya,133,0.193339163,0.241204237,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176519165
Kenya,134,0.191768821,0.299779323,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176473803
Kenya,135,0.190518813,0.336747099,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.180666323
Kenya,136,0.189675876,0.346794845,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.183114433
Kenya,137,0.189451903,0.345489121,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.179487994
Kenya,138,0.189441624,0.34062218,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175979964
Kenya,139,0.18858388,0.325264059,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17810555
Kenya,140,0.187622329,0.311055941,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175113061
Kenya,141,0.186650837,0.300705696,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176560372
Kenya,142,0.18580272,0.293815355,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175960972
Kenya,143,0.185739491,0.066965272,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169695583
Kenya,144,0.183289685,0.038792616,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174322259
Kenya,145,0.18290994,0.041623916,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.17433226
Kenya,146,0.183793162,0.068044084,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176826727
Kenya,147,0.187831804,0.111265119,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.180349771
Kenya,148,0.192319053,0.1739962,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175421753
Kenya,149,0.1926494,0.1687367,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.178832639
Kenya,150,0.192331056,0.189397368,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171968095
Kenya,151,0.191242351,0.268272535,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174415593
Kenya,152,0.190179507,0.324842239,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176918097
Kenya,153,0.189231753,0.346444283,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174881179
Kenya,154,0.188915433,0.350106985,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174875702
Kenya,155,0.188818946,0.347615418,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175519769
Kenya,156,0.187965845,0.333033057,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175042471
Kenya,157,0.187015342,0.319106006,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174787164
Kenya,158,0.186039196,0.307136788,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175345396
Kenya,159,0.18520929,0.298882755,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174448947
Kenya,160,0.184426318,0.078795351,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168620981
Kenya,161,0.186052098,0.071003406,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.167841991
Kenya,162,0.182960233,0.03103798,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169719787
Kenya,163,0.182905628,0.036427884,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171797433
Kenya,164,0.184654254,0.079012659,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174706458
Kenya,165,0.187809598,0.103753952,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175668756
Kenya,166,0.190952951,0.130209716,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172723964
Kenya,167,0.191389239,0.133293195,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171727532
Kenya,168,0.191196061,0.158708621,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171968944
Kenya,169,0.190776822,0.237505551,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.172697154
Kenya,170,0.189980013,0.302617388,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175524658
Kenya,171,0.188911802,0.335253558,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173808202
Kenya,172,0.188427254,0.34646399,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176559637
Kenya,173,0.188135136,0.350328776,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173932411
Kenya,174,0.187382533,0.338100363,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175525102
Kenya,175,0.18653236,0.325794336,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176861459
Kenya,176,0.185600509,0.31224039,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176328015
Kenya,177,0.184798867,0.302571154,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.179747438
Kenya,178,0.177724152,0.067090381,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168484577
Kenya,179,0.183749602,0.086878888,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.168267119
Kenya,180,0.187124008,0.081166091,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.167522385
Kenya,181,0.186445604,0.029160697,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.16829244
Kenya,182,0.185900587,0.034950705,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170410757
Kenya,183,0.185102319,0.085960934,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171139293
Kenya,184,0.186816574,0.098216437,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170271329
Kenya,185,0.188740453,0.105529072,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170461207
Kenya,186,0.190201548,0.121981816,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171822773
Kenya,187,0.190666934,0.156982083,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169869947
Kenya,188,0.190180105,0.212004016,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.170193492
Kenya,189,0.189564353,0.267012275,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.171398149
Kenya,190,0.188865746,0.306101103,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173198487
Kenya,191,0.188415893,0.329188191,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.173924163
Kenya,192,0.188046754,0.347071053,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.177292513
Kenya,193,0.18725781,0.33663644,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174132618
Kenya,194,0.186347284,0.325553474,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.176385923
Kenya,195,0.185346664,0.312684166,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.174013657
Kenya,196,0.184425271,0.3033258,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.175850114
Kenya,197,0.174437239,0.037973649,0,47,0,11,0,9,0.570791667,18.8,0.570791667,18.8,25,15,30,15,15,4.169256959
